nom_projet;arrond;date_fin_t;ope_statut;ope_type;ind_arb_plant;st_area_shape;geo_shape
nouvelles plantations écoles 2021-2022 - 3e ardt;3;2022-03-30T02:00:00+00:00;Réalisé;;2.0;1340.219045408638;"{""coordinates"": [[[2.3579857155070707, 48.86552294872504], [2.358018086164075, 48.865520518218666], [2.358049542985061, 48.865512503531555], [2.358079130170442, 48.86549914818591], [2.358105948728561, 48.86548085797715], [2.358129183791101, 48.86545818864401], [2.358148129372444, 48.865431828982715], [2.358162209820687, 48.865402579918225], [2.358170997308537, 48.86537133016858], [2.358174224832621, 48.86533902924159], [2.3581717943262532, 48.86530665858458], [2.35816377963914, 48.865275201763595], [2.3581504242934934, 48.865245614578214], [2.3581321340847325, 48.865218796020095], [2.358109464751596, 48.86519556095755], [2.3580831050902993, 48.865176615376214], [2.3580538560258124, 48.86516253492797], [2.3580226062761596, 48.86515374744012], [2.35799030534917, 48.865150519916035], [2.3579579346921657, 48.865152950422406], [2.3579264778711795, 48.86516096510952], [2.3578968906857987, 48.86517432045516], [2.3578700721276795, 48.865192610663925], [2.3578468370651398, 48.86521527999706], [2.357827891483797, 48.86524163965836], [2.3578138110355535, 48.86527088872285], [2.3578050235477037, 48.865302138472494], [2.3578017960236197, 48.86533443939948], [2.3578042265299874, 48.86536681005649], [2.3578122412171005, 48.86539826687748], [2.3578255965627473, 48.86542785406286], [2.357843886771508, 48.86545467262098], [2.3578665561046446, 48.86547790768352], [2.3578929157659414, 48.86549685326486], [2.3579221648304283, 48.865510933713104], [2.357953414580081, 48.865519721200954], [2.3579857155070707, 48.86552294872504]]], ""type"": ""Polygon""}"
UCPA Bois Vincennes;12;2022-03-31T02:00:00+00:00;Réalisé;;13.0;1096.4468382525251;"{""coordinates"": [[[2.433028862387397, 48.83479656748925], [2.4328576551032186, 48.8347957558163], [2.4324966347151333, 48.83484758426008], [2.432602305286025, 48.83507414370945], [2.4330798878451128, 48.835076408265564], [2.433028862387397, 48.83479656748925]]], ""type"": ""Polygon""}"
DADMJ 2019-2020 - 19e ardt BS Livré;19;2021-03-31T02:00:00+00:00;Réalisé;;13.0;205.57716977854363;"{""coordinates"": [[[2.3823994573238325, 48.883197027837596], [2.382411817604738, 48.88321493049849], [2.3824269789479775, 48.88323053227666], [2.3824445204199356, 48.88324340001044], [2.3824639550060307, 48.88325317644509], [2.3824847431320006, 48.88325959015148], [2.3825063076444293, 48.88326246306198], [2.382528049834611, 48.88326171541423], [2.3825493660608634, 48.88325736796562], [2.3825696645078005, 48.88324954141702], [2.382588381617265, 48.88323845306167], [2.382592909617428, 48.88322234275254], [2.382594622345885, 48.88320569608899], [2.3825934695700495, 48.88318900130077], [2.3825894850996647, 48.883172748029054], [2.3825827857951993, 48.88315741296578], [2.382573568140448, 48.88314344587278], [2.3825621024798602, 48.88313125639071], [2.382548725089614, 48.8831212020247], [2.382533828314975, 48.88311357765907], [2.38251784906321, 48.88310860690873], [2.3825012559895407, 48.88310643556074], [2.3824845357519617, 48.88310712729853], [2.382468178738055, 48.88311066183413], [2.382452664682422, 48.88311693550321], [2.382438448596554, 48.883125764305426], [2.3824259474238083, 48.883136889300964], [2.382415527810881, 48.883149984205026], [2.3824074953544354, 48.88316466495737], [2.382402085638258, 48.88318050098644], [2.3823994573238325, 48.883197027837596]]], ""type"": ""Polygon""}"
ARB - TALUS BP 17-00  Bd d'Aurelle de Paladines;17;2022-03-31T02:00:00+00:00;Réalisé;Arbre;350.0;194.3688769497708;"{""coordinates"": [[[2.2834112193679146, 48.8829748625658], [2.2832369487469553, 48.882831195390885], [2.283150670254439, 48.88289343363778], [2.283331258740086, 48.88304362746139], [2.2834112193679146, 48.8829748625658]]], ""type"": ""Polygon""}"
Replantations Alignement 2020-2021 - 19e ardt;19;2021-03-31T02:00:00+00:00;Réalisé;Arbre;137.0;312.5741500637142;"{""coordinates"": [[[2.3805069542921022, 48.88294941806956], [2.3805225864284654, 48.882948237724555], [2.380537776112793, 48.88294436081965], [2.3805520618142135, 48.882937905152644], [2.3805650094689175, 48.882929066875704], [2.3805762256689693, 48.8829181145354], [2.3805853696158055, 48.882905380913066], [2.380592163475229, 48.88289125291336], [2.3805964008192584, 48.882876159808404], [2.38059795289834, 48.88286056019456], [2.3805967725533366, 48.88284492805819], [2.3805928956484332, 48.882829738373864], [2.380586439981424, 48.882815452672446], [2.3805776017044837, 48.88280250501774], [2.380566649364186, 48.88279128881769], [2.380553915741847, 48.88278214487085], [2.3805397877421393, 48.88277535101143], [2.3805246946371845, 48.8827711136674], [2.380509095023339, 48.88276956158832], [2.380493462886976, 48.88277074193332], [2.380478273202648, 48.882774618838226], [2.3804639875012277, 48.88278107450523], [2.3804510398465237, 48.88278991278217], [2.380439823646472, 48.882800865122476], [2.3804306796996357, 48.88281359874481], [2.3804238858402123, 48.882827726744516], [2.380419648496183, 48.88284281984947], [2.380418096417101, 48.88285841946332], [2.3804192767621046, 48.882874051599686], [2.380423153667008, 48.88288924128401], [2.3804296093340174, 48.88290352698543], [2.3804384476109575, 48.88291647464013], [2.3804493999512553, 48.882927690840184], [2.380462133573594, 48.882936834787024], [2.380476261573302, 48.882943628646444], [2.3804913546782567, 48.882947865990474], [2.3805069542921022, 48.88294941806956]]], ""type"": ""Polygon""}"
ARB - TALUS BP 30-03 ZAC PYTHON-DUVERNOIS;20;2022-03-31T02:00:00+00:00;Réalisé;Arbre;6000.0;5692.182246108958;"{""coordinates"": [[[2.4130951170610313, 48.86315121344366], [2.4133434537852714, 48.862152455781676], [2.413388407773077, 48.86199120930539], [2.413453663235848, 48.861793490570975], [2.413476287640394, 48.861731953391875], [2.413490125098163, 48.86169420389536], [2.4135714638128505, 48.86145446478196], [2.4136091480646504, 48.86133045572826], [2.4136301757870022, 48.86121383047563], [2.41360172381041, 48.86121332862984], [2.4136064044701357, 48.861174215799394], [2.4136348558895144, 48.86117367530411], [2.4136712377584284, 48.86094735335707], [2.4138939391371044, 48.859587542691834], [2.4139532345619856, 48.85916724434552], [2.4139802367871046, 48.85886150798349], [2.4139822118538774, 48.8585236512119], [2.4139768562262156, 48.85829127671121], [2.4139640969546314, 48.85811658942926], [2.4139362407886455, 48.85786939766432], [2.4137514265744877, 48.85787776373397], [2.4137856351852136, 48.85803841396465], [2.413809761598039, 48.858036539204356], [2.4138446619637905, 48.85820466093812], [2.4138216279953255, 48.85820743500518], [2.4138772235233303, 48.8584685126657], [2.4138765191947105, 48.8584793876829], [2.413898707551014, 48.85848212694017], [2.4138931650265, 48.85865314514585], [2.413865771893895, 48.85898802016936], [2.4138431583968574, 48.85915813358023], [2.4137546040850277, 48.85966611660989], [2.41373306136904, 48.859664218682155], [2.413656167356036, 48.86013342221893], [2.413682000820317, 48.86013715605489], [2.4136241023722493, 48.86047167247672], [2.413584912370142, 48.86071522743431], [2.413571521310241, 48.860793874954354], [2.413566814266704, 48.86080118422625], [2.413546753105292, 48.86080106703223], [2.413546126818185, 48.86080487897317], [2.4134814963787012, 48.8610076364064], [2.4134319680718908, 48.86128701798068], [2.4134262349966664, 48.86132455719043], [2.413399213121415, 48.86145525379677], [2.4133724252688427, 48.86155074949687], [2.4133424314681475, 48.8616187626742], [2.4132803351720935, 48.86176505992933], [2.413263688480837, 48.86180775369677], [2.4132258277027145, 48.86192470099907], [2.4131987380966784, 48.86204294398207], [2.4131958577516994, 48.86205929787087], [2.4131737297523395, 48.86228921926836], [2.4130576447948036, 48.86314959072794], [2.4130951170610313, 48.86315121344366]]], ""type"": ""Polygon""}"
ARB - TALUS BP 17-07 Bld de la Somme;17;2021-02-02T01:00:00+00:00;Réalisé;Arbre;95.0;689.7813467741289;"{""coordinates"": [[[2.2928919840020234, 48.88824549416604], [2.293078785576415, 48.888154829418234], [2.292418891559019, 48.88788509645217], [2.292378644845118, 48.88797908696531], [2.2928919840020234, 48.88824549416604]]], ""type"": ""Polygon""}"
Replantations Alignement 2020-2021 - 18e ardt;18;2021-03-31T02:00:00+00:00;Réalisé;Arbre;98.0;312.5771982997137;"{""coordinates"": [[[2.3444034729493284, 48.89233581840054], [2.3444191059363684, 48.89233464912055], [2.3444342983798694, 48.89233078296484], [2.3444485886651223, 48.892324337404595], [2.3444615425890416, 48.8923155082849], [2.3444727665532037, 48.89230456387409], [2.3444819195231377, 48.89229183671255], [2.3444887233904828, 48.89227771350864], [2.3444929714231737, 48.89226262338877], [2.344494534546886, 48.89224702485859], [2.3444933652668967, 48.89223139187155], [2.3444894991111873, 48.89221619942805], [2.3444830535509418, 48.8922019091428], [2.344474224431247, 48.89218895521888], [2.344463280020437, 48.89217773125471], [2.344450552858896, 48.89216857828478], [2.344436429654988, 48.89216177441744], [2.3444213395351157, 48.89215752638474], [2.3444057410049366, 48.89215596326103], [2.3443901080178966, 48.89215713254102], [2.3443749155743956, 48.89216099869673], [2.3443606252891427, 48.89216744425698], [2.3443476713652234, 48.89217627337667], [2.3443364474010613, 48.89218721778748], [2.3443272944311273, 48.89219994494902], [2.3443204905637822, 48.89221406815293], [2.3443162425310913, 48.892229158272805], [2.344314679407379, 48.89224475680298], [2.3443158486873683, 48.892260389790025], [2.3443197148430777, 48.89227558223352], [2.344326160403323, 48.892289872518774], [2.344334989523018, 48.892302826442695], [2.344345933933828, 48.89231405040686], [2.344358661095369, 48.89232320337679], [2.344372784299277, 48.892330007244134], [2.3443878744191493, 48.89233425527683], [2.3444034729493284, 48.89233581840054]]], ""type"": ""Polygon""}"
202200706359 Rue Brézin;14;2023-12-30T01:00:00+00:00;Réalisé;Aménagement urbain;7.0;4228.403219681131;"{""coordinates"": [[[2.3255892854428786, 48.83184382807283], [2.3256166853378897, 48.831858555123226], [2.329254505491828, 48.83089357349623], [2.329365138315427, 48.830872335513725], [2.3292755276126593, 48.830760720725664], [2.3255908642080443, 48.83172179555916], [2.3255388701272364, 48.83168871569297], [2.3254409904774853, 48.83179016796211], [2.3255892854428786, 48.83184382807283]]], ""type"": ""Polygon""}"
202100537537 Rue Henri Dubouillon;20;2023-01-31T01:00:00+00:00;Réalisé;Aménagement urbain;5.0;467.8925064937243;"{""coordinates"": [[[2.404004616521606, 48.87270863968289], [2.4039464726564415, 48.87284313686046], [2.4039604334596634, 48.87282954550416], [2.403984006382772, 48.87282055533191], [2.4039950880720347, 48.87281742327191], [2.404012697082422, 48.872816827454365], [2.4040192335682886, 48.872818682048425], [2.404584280837196, 48.87299680645082], [2.4045932278889848, 48.872999128066155], [2.4046011532395717, 48.87300030514371], [2.4046087401103944, 48.87300079884265], [2.4046194495114035, 48.8729999410858], [2.4047532870359243, 48.87297692815898], [2.404766085455076, 48.872974487158835], [2.4047764499291704, 48.87297362857209], [2.4047892041167196, 48.87297505807946], [2.4048019453055773, 48.87297762517725], [2.404815675746989, 48.87298429635293], [2.4047763478429522, 48.872891891268395], [2.4047735273845072, 48.87289711316141], [2.4047679410766922, 48.87290277816213], [2.404759249125056, 48.87290819838913], [2.4047484981126432, 48.872912699150326], [2.4047294742695553, 48.87291624684656], [2.40462676811259, 48.872933495181876], [2.4046195065711933, 48.87293459761993], [2.4046112233182786, 48.87293455641979], [2.404601923555994, 48.872932916544464], [2.404035497291381, 48.8727547853462], [2.4040262170626514, 48.87275132347344], [2.404020728322566, 48.872748336439464], [2.4040131935912044, 48.87274328963752], [2.4040087695943266, 48.87273780326075], [2.4040053855259074, 48.872731866998876], [2.4040030766235643, 48.87272252042183], [2.404004616521606, 48.87270863968289]]], ""type"": ""Polygon""}"
202300839093 Square Delambre;14;2024-12-24T01:00:00+00:00;Réalisé;Aménagement urbain;16.0;1158.1116771776915;"{""coordinates"": [[[2.3274747183892464, 48.84047196450876], [2.3274788354965277, 48.84050927089485], [2.327194515440215, 48.84153163822378], [2.3273196312361177, 48.84154828040229], [2.3276367745834268, 48.840387871855555], [2.3274747183892464, 48.84047196450876]]], ""type"": ""Polygon""}"
202200554231 Rue Jules Dumien/Henri Poincaré;20;2024-04-26T02:00:00+00:00;Réalisé;Aménagement urbain;3.0;2244.870890959593;"{""coordinates"": [[[2.400635968590172, 48.86924324710294], [2.400489398186117, 48.86941251283633], [2.4005518667828696, 48.86943940919348], [2.400611672859241, 48.8694236663373], [2.401707225858393, 48.8697573935478], [2.40173041358211, 48.86979870983163], [2.4017598965775626, 48.86980753218864], [2.401773945667962, 48.86978635109666], [2.401777376862305, 48.86978529623709], [2.40177519759409, 48.869786074962235], [2.4017491394579653, 48.86982280580645], [2.401865004402843, 48.86986276408627], [2.402471197778603, 48.86974132912113], [2.402533480499704, 48.86975638464254], [2.402610767883525, 48.86972337356561], [2.4024507834312683, 48.86957252525424], [2.4023822772374257, 48.869579013686916], [2.402359433415699, 48.86962139865491], [2.4019308243945723, 48.86970687382453], [2.4019306662936972, 48.86970603935001], [2.4012205236446276, 48.86949128878389], [2.400726237035891, 48.86933954318016], [2.400694833852461, 48.8692695614624], [2.400635968590172, 48.86924324710294]]], ""type"": ""Polygon""}"
202200671731 Rue Xaintrailles : Extension trottoir et plantation;13;2022-10-14T02:00:00+00:00;Réalisé;Aménagement urbain;12.0;1373.007412867677;"{""coordinates"": [[[2.3713795423210864, 48.82961351059188], [2.371330942776504, 48.82958274486787], [2.371294608155214, 48.829564338902436], [2.3694923137483492, 48.82965207384335], [2.3694490247956788, 48.82969556225865], [2.369556032338874, 48.82974439563908], [2.371373472442125, 48.829645013337924], [2.3713795423210864, 48.82961351059188]]], ""type"": ""Polygon""}"
202200772874 VGA Lourmel;15;2024-05-03T02:00:00+00:00;Réalisé;Aménagement urbain;26.0;1435.0329251007493;"{""coordinates"": [[[[2.2862375055868154, 48.84302222012274], [2.28604813012036, 48.84307209236149], [2.28613007944699, 48.84342310666623], [2.2863333183115007, 48.84340633192246], [2.2862375055868154, 48.84302222012274]]], [[[2.2884429367421726, 48.84609997898642], [2.2884023215777525, 48.84611840735024], [2.2885235185144532, 48.84625904251225], [2.288544822449353, 48.8463183366782], [2.2886317243050636, 48.846415954349105], [2.288689773742862, 48.84645891953768], [2.288775839008193, 48.8465609605903], [2.28881319468772, 48.84655922024264], [2.2888347196091523, 48.846549330163995], [2.2884429367421726, 48.84609997898642]]], [[[2.2806108601134456, 48.83652716845585], [2.280551902461639, 48.83655049348106], [2.2814291391859456, 48.8375052303347], [2.281448826992413, 48.83745320832099], [2.2806108601134456, 48.83652716845585]]]], ""type"": ""MultiPolygon""}"
202200686371 EVQ1 - Rue Guy Patin/ Rue Ambroise Paré - Végétalisation - Cité n° 765623;10;2023-04-30T02:00:00+00:00;Réalisé;Aménagement urbain;16.0;3094.3374823810273;"{""coordinates"": [[[2.3510996906345527, 48.88367140387801], [2.351364660051776, 48.88368449678051], [2.351236453879682, 48.88227037766227], [2.3512992197901723, 48.882197860311216], [2.35139237090402, 48.882169222195806], [2.351381219992352, 48.88200013351448], [2.3512618866241, 48.88200240167718], [2.3511643905955872, 48.88202518758563], [2.351033822178387, 48.882219736247826], [2.3511146886155596, 48.8835315998877], [2.3510996906345527, 48.88367140387801]]], ""type"": ""Polygon""}"
202300826114 EVQ-13-Rungis-Rue Henri Becque - Extension de troittoir;13;2024-04-01T02:00:00+00:00;Réalisé;Aménagement urbain;4.0;1043.1362593644694;"{""coordinates"": [[[2.3430427893837584, 48.825119617187596], [2.3418354518048936, 48.82521265288061], [2.3417682357657315, 48.825255799302525], [2.341771547438741, 48.82529730670867], [2.3418612822801035, 48.82529071619822], [2.341879400350349, 48.825312574545016], [2.3424109818677676, 48.82527046609398], [2.342416575133426, 48.8252702162447], [2.343038203331897, 48.82522456551839], [2.343047017807785, 48.825148985301674], [2.3430427893837584, 48.825119617187596]]], ""type"": ""Polygon""}"
ARB - TALUS BP 07-04 Pte de Brancion;15;2023-03-31T02:00:00+00:00;Réalisé;Arbre;15.0;374.4148452490483;"{""coordinates"": [[[2.2957381581750425, 48.82650036424879], [2.2957616722542014, 48.826532891226556], [2.2968086648415875, 48.82631279134643], [2.296756916662521, 48.82627281625547], [2.2957381581750425, 48.82650036424879]]], ""type"": ""Polygon""}"
ARB - TALUS BP 07-07 Pte de la Plaine;15;2023-03-31T02:00:00+00:00;Réalisé;Arbre;40.0;960.3785228310726;"{""coordinates"": [[[2.294474060286584, 48.827117360562134], [2.2945411245515337, 48.8271771117072], [2.2961178835979914, 48.82684101074868], [2.2960152758652796, 48.82678614804096], [2.294474060286584, 48.827117360562134]]], ""type"": ""Polygon""}"
ARB - TALUS BP 22-00 Pte des Poissonniers;18;2023-03-30T02:00:00+00:00;Réalisé;Arbre;235.0;2877.3979330726106;"{""coordinates"": [[[2.3466406118741974, 48.90129441119069], [2.350992139746465, 48.901381993642815], [2.35110232531876, 48.9013093234938], [2.3501646978810102, 48.90125826598454], [2.348355134024891, 48.90124656893802], [2.347192724895266, 48.90124430372446], [2.3466406118741974, 48.90129441119069]]], ""type"": ""Polygon""}"
ARB - TALUS BP Pte de la Chapelle Prj;18;2023-03-30T02:00:00+00:00;Réalisé;Arbre;69.0;651.2720944039315;"{""coordinates"": [[[2.359016748263653, 48.9005276568978], [2.359171846243247, 48.900681960297575], [2.35935956861761, 48.90067820630077], [2.3593247317672654, 48.90028303194768], [2.359016748263653, 48.9005276568978]]], ""type"": ""Polygon""}"
ARB - TALUS BP 27-02 Pte du Pré St-Gervais;19;2023-03-31T02:00:00+00:00;Réalisé;Arbre;955.0;2341.492999405129;"{""coordinates"": [[[2.4032404773755234, 48.88137203973667], [2.4034791025507123, 48.88139561227297], [2.407397616310911, 48.88028185170473], [2.407231936230182, 48.880128032571484], [2.4054791461277767, 48.88082565810897], [2.4032404773755234, 48.88137203973667]]], ""type"": ""Polygon""}"
Replantations Alignement 2022-2023 - 11e ardt;11;2023-03-31T02:00:00+00:00;Réalisé;Arbre;68.0;116.89726205205925;"{""coordinates"": [[[2.377740904417435, 48.85963147497322], [2.3778295229804325, 48.85976285268409], [2.3779618136086924, 48.859635598495366], [2.377740904417435, 48.85963147497322]]], ""type"": ""Polygon""}"
Replantations DJS 2022-2023 - 16e ardt;16;2023-03-30T02:00:00+00:00;Réalisé;Arbre;1.0;74.18692717297864;"{""coordinates"": [[[2.275869945792452, 48.863350737855605], [2.2759411661308158, 48.8634684237371], [2.276023254270392, 48.86334869121745], [2.275869945792452, 48.863350737855605]]], ""type"": ""Polygon""}"
Nouvelles plantations Bois de Boulogne 2021-2022;16;2022-03-31T02:00:00+00:00;Réalisé;;140.0;6347.571996368278;"{""coordinates"": [[[2.2614467222404717, 48.870193061584786], [2.2622455533347368, 48.8712721062032], [2.2628957188638665, 48.87020199364355], [2.2614467222404717, 48.870193061584786]]], ""type"": ""Polygon""}"
BB - Reine Marguerite;16;2023-03-31T02:00:00+00:00;Réalisé;Arbre;167.0;771.4508285014471;"{""coordinates"": [[[2.2611003803109946, 48.86963474473221], [2.2612970928441496, 48.87000716635592], [2.2616124668851527, 48.869642664270685], [2.2611003803109946, 48.86963474473221]]], ""type"": ""Polygon""}"
DFA - parc de Bagatelle;16;2024-07-26T02:00:00+00:00;Réalisé;Végétalisation de l’espace public;4.0;2409.278899922064;"{""coordinates"": [[[2.247770251414457, 48.87208797214064], [2.2483909097076316, 48.872072835367334], [2.2483832120784593, 48.87160639799124], [2.247762834225603, 48.87160250082652], [2.247770251414457, 48.87208797214064]]], ""type"": ""Polygon""}"
Nouvelles plantations dans les cimetières 2022-2023 - Pantin;21;2023-03-30T02:00:00+00:00;Réalisé;Arbre;5.0;873.6574475841928;"{""coordinates"": [[[2.415984078299453, 48.90243835748146], [2.416152617089335, 48.90285795717065], [2.4165035686709992, 48.90245992416233], [2.415984078299453, 48.90243835748146]]], ""type"": ""Polygon""}"
Nouveaux arbres écoles 1 2022-2023 - 20e ardt;20;2023-03-31T02:00:00+00:00;Réalisé;Arbre;2.0;12.108075926290176;"{""coordinates"": [[[2.3887419366000566, 48.86733663866974], [2.3887746040967914, 48.86738058892693], [2.388811161034885, 48.86733889608667], [2.3887419366000566, 48.86733663866974]]], ""type"": ""Polygon""}"
Berges A8 reconquête 2021;16;2021-03-31T02:00:00+00:00;Réalisé;;95.0;920.8057016083383;"{""coordinates"": [[[2.227690157427287, 48.86045353724377], [2.228004573001174, 48.86040916434351], [2.2278256356662114, 48.86007249158134], [2.227511010297898, 48.86013114001575], [2.227690157427287, 48.86045353724377]]], ""type"": ""Polygon""}"
DADMJ 2019-2020 - 12e ardt;12;2021-03-31T02:00:00+00:00;Réalisé;Arbre;14.0;312.56936296925574;"{""coordinates"": [[[2.387855786480668, 48.84116402200795], [2.387871418909213, 48.84116283941779], [2.3878866084914168, 48.84115896025111], [2.38790089369951, 48.841152502374406], [2.3879138404846736, 48.84114366200702], [2.3879250554653915, 48.84113270775902], [2.38793419788015, 48.8411199724697], [2.3879409899413027, 48.841105843094375], [2.3879452252755087, 48.841090748946975], [2.387946775194281, 48.84107514865552], [2.3879455926041224, 48.84105951622697], [2.387941713437436, 48.84104432664477], [2.387935255560739, 48.841030041436674], [2.3879264151933466, 48.84101709465151], [2.387915460945349, 48.841005879670796], [2.387902725656028, 48.840996737256035], [2.387888596280706, 48.840989945194885], [2.3878735021333015, 48.840985709860675], [2.387857901841846, 48.840984159941904], [2.387842269413301, 48.840985342532065], [2.3878270798310974, 48.84098922169875], [2.387812794623004, 48.84099567957545], [2.3877998478378406, 48.841004519942835], [2.3877886328571227, 48.84101547419083], [2.387779490442364, 48.84102820948016], [2.3877726983812115, 48.84104233885548], [2.3877684630470055, 48.84105743300288], [2.387766913128233, 48.841073033294336], [2.3877680957183918, 48.841088665722886], [2.3877719748850783, 48.841103855305086], [2.3877784327617753, 48.84111814051318], [2.3877872731291676, 48.84113108729834], [2.387798227377165, 48.84114230227906], [2.387810962666486, 48.84115144469382], [2.3878250920418083, 48.84115823675497], [2.3878401861892127, 48.84116247208918], [2.387855786480668, 48.84116402200795]]], ""type"": ""Polygon""}"
ARB - TALUS BP 02_10 Pte de Gentilly;13;2025-03-14T01:00:00+00:00;Réalisé;Arbre;285.0;1923.5909000066579;"{""coordinates"": [[[2.3549645835728366, 48.8170327494142], [2.3553672652699924, 48.816813616285295], [2.356095544452436, 48.81648915333699], [2.3567137402859335, 48.816324717228646], [2.3566924741666475, 48.81629604739542], [2.3562495173343887, 48.81627581593063], [2.355994708555898, 48.81633869388038], [2.3556360198887663, 48.81649738579968], [2.3552762257998374, 48.816745306550644], [2.3549645835728366, 48.8170327494142]]], ""type"": ""Polygon""}"
ARB - TALUS BP 13-05;16;2025-03-19T01:00:00+00:00;Réalisé;Arbre;1575.0;465.3756205390289;"{""coordinates"": [[[2.26201110712775, 48.8586984624709], [2.2624249725154373, 48.85894820812602], [2.2624963358667833, 48.858919772263484], [2.2621722851376846, 48.85859784503568], [2.26201110712775, 48.8586984624709]]], ""type"": ""Polygon""}"
Replantations Bois de Boulogne 2024-2025;16;2025-03-31T02:00:00+00:00;Réalisé;Arbre;2660.0;2473.1242341284897;"{""coordinates"": [[[2.2504210217551455, 48.86010765534246], [2.2504432967321772, 48.86056466982907], [2.251077694966258, 48.86058767751943], [2.2511131107556164, 48.86013102423595], [2.2504210217551455, 48.86010765534246]]], ""type"": ""Polygon""}"
ARB - TALUS BP 12-01;16;2024-02-02T01:00:00+00:00;Réalisé;Arbre;3100.0;748.4399813917104;"{""coordinates"": [[[2.2542034031931535, 48.84854490472127], [2.254169870424267, 48.84854309121535], [2.2537746711462048, 48.84852171683845], [2.2534491385915683, 48.84882390154879], [2.2535225367778193, 48.84885818472732], [2.2542034031931535, 48.84854490472127]]], ""type"": ""Polygon""}"
Replantations écoles et crèches 2021-2022 - 10e ardt;10;2022-03-31T02:00:00+00:00;Réalisé;Arbre;7.0;312.56754949598303;"{""coordinates"": [[[2.3577550701180936, 48.87230931576543], [2.357770702811817, 48.872308142303055], [2.357785894240194, 48.87230427207944], [2.357800182819361, 48.87229782268936], [2.3578131343980697, 48.872288990094276], [2.3578243554491554, 48.872278042668114], [2.357833505026658, 48.87226531304288], [2.3578403051252965, 48.872251188001805], [2.3578445491275137, 48.8722360967271], [2.35784610808145, 48.87222049775952], [2.357844934619079, 48.8722048650658], [2.357841064395461, 48.87218967363742], [2.357834615005382, 48.87217538505825], [2.357825782410297, 48.872162433479545], [2.357814834984137, 48.872151212428456], [2.3578021053589064, 48.872142062850955], [2.357787980317827, 48.872135262752316], [2.3577728890431233, 48.872131018750096], [2.3577572900755417, 48.87212945979616], [2.357741657381818, 48.872130633258536], [2.357726465953441, 48.87213450348215], [2.357712177374274, 48.87214095287223], [2.3576992257955656, 48.872149785467315], [2.35768800474448, 48.87216073289348], [2.357678855166977, 48.87217346251871], [2.3576720550683388, 48.872187587559786], [2.3576678110661216, 48.87220267883449], [2.3576662521121854, 48.87221827780207], [2.357667425574556, 48.872233910495794], [2.3576712957981742, 48.87224910192417], [2.357677745188253, 48.87226339050334], [2.3576865777833382, 48.872276342082046], [2.3576975252094985, 48.872287563133135], [2.357710254834729, 48.872296712710636], [2.3577243798758083, 48.872303512809275], [2.357739471150512, 48.872307756811495], [2.3577550701180936, 48.87230931576543]]], ""type"": ""Polygon""}"
Replantations écoles et crèches 2022-2023 - 14e ardt;14;2023-03-31T02:00:00+00:00;Réalisé;Arbre;6.0;81.84172151274498;"{""coordinates"": [[[2.3248312051771203, 48.83452918613266], [2.3248825871835734, 48.83464494737445], [2.3250060721407113, 48.834532858620896], [2.3248312051771203, 48.83452918613266]]], ""type"": ""Polygon""}"
Replantations écoles et crèches 2022-2023 - 15e ardt;15;2023-03-31T02:00:00+00:00;Réalisé;Arbre;5.0;56.83385201996068;"{""coordinates"": [[[2.3014302079070212, 48.84187255681728], [2.301477619497708, 48.84197756237272], [2.3015644165450873, 48.84187602598163], [2.3014302079070212, 48.84187255681728]]], ""type"": ""Polygon""}"
Replantations cimetières 2022-2023 - Val-de-Marne - Ivry;21;2023-03-31T02:00:00+00:00;Réalisé;Arbre;10.0;365.7728542756331;"{""coordinates"": [[[2.3688422208260387, 48.80640139064727], [2.3689835821029814, 48.80662820215719], [2.369238483294637, 48.80640348218675], [2.3688422208260387, 48.80640139064727]]], ""type"": ""Polygon""}"
Replantations écoles et crèches 2023-2024 - 04e ardt;4;2024-04-09T02:00:00+00:00;Réalisé;Arbre;1.0;37.855257141484906;"{""coordinates"": [[[2.356085394504599, 48.85627972451146], [2.3561241815374485, 48.85620497770676], [2.356001612150507, 48.856201938434985], [2.356085394504599, 48.85627972451146]]], ""type"": ""Polygon""}"
Replantations Alignement 2023-2024 - 12e ardt;12;2024-04-16T02:00:00+00:00;Réalisé;Arbre;150.0;50.89317746312969;"{""coordinates"": [[[2.389374616352657, 48.84131066730933], [2.389465823670383, 48.84121832966303], [2.3893361067810126, 48.841212909038134], [2.389374616352657, 48.84131066730933]]], ""type"": ""Polygon""}"
Replantations écoles et crèches 2023-2024 - 15e ardt;15;2024-04-16T02:00:00+00:00;Réalisé;Arbre;19.0;40.32264551723951;"{""coordinates"": [[[2.3012545565485656, 48.841771571588936], [2.301324164372111, 48.841688693069244], [2.3012015366349483, 48.8416927362525], [2.3012545565485656, 48.841771571588936]]], ""type"": ""Polygon""}"
Replantations écoles et crèches 2023-2024 - 18e ardt;18;2024-04-16T02:00:00+00:00;Réalisé;Arbre;34.0;46.1802071266898;"{""coordinates"": [[[2.3442799003350965, 48.89194395790153], [2.344354141154987, 48.891869178301135], [2.3442034796037032, 48.891868353292814], [2.3442799003350965, 48.89194395790153]]], ""type"": ""Polygon""}"
